z;acetoneold;acetone;methanolold;methanol;N2old;N2;xN2;yN2;xMeth;yMeth;xAc;yAc
0.17894;0.079092;0.1594;0.13107;0.22503;0.78984;0.61558;;;;;;
0.17917;0.078774;0.15896;0.13054;0.22433;0.79069;0.61671;;;;;;
0.17941;0.078457;0.15852;0.13001;0.22363;0.79153;0.61785;;;;;;
0.17965;0.07814;0.15808;0.12949;0.22294;0.79237;0.61898;;;;;;
0.17988;0.077822;0.15764;0.12896;0.22223;0.79322;0.62013;;;;;;
0.18012;0.077505;0.1572;0.12844;0.22153;0.79406;0.62127;;;;;;
0.18036;0.077188;0.15675;0.12791;0.22083;0.7949;0.62242;;;;;;
0.18059;0.07687;0.15631;0.12738;0.22012;0.79575;0.62357;;;;;;
0.18083;0.076553;0.15586;0.12686;0.21942;0.79659;0.62472;;;;;;
0.18107;0.076236;0.15542;0.12633;0.21871;0.79743;0.62587;;;;;;
0.18131;0.075918;0.15497;0.12581;0.218;0.79828;0.62703;;;;;;
0.18154;0.075601;0.15452;0.12528;0.21729;0.79912;0.62819;;;;;;
0.18178;0.075283;0.15407;0.12475;0.21658;0.79996;0.62935;;;;;;
0.18202;0.074966;0.15362;0.12423;0.21587;0.8008;0.63051;;;;;;
0.18225;0.074649;0.15316;0.1237;0.21516;0.80165;0.63168;;;;;;
0.18249;0.074331;0.15271;0.12318;0.21444;0.80249;0.63285;;;;;;
0.18273;0.074014;0.15225;0.12265;0.21372;0.80333;0.63403;;;;;;
0.18296;0.073697;0.15179;0.12213;0.21301;0.80418;0.6352;;;;;;
0.1832;0.073379;0.15134;0.1216;0.21229;0.80502;0.63637;;;;;;
0.18344;0.073062;0.15088;0.12107;0.21157;0.80586;0.63755;;;;;;
0.18368;0.072745;0.15042;0.12055;0.21085;0.80671;0.63874;;;;;;
0.18391;0.072427;0.14996;0.12002;0.21012;0.80755;0.63992;;;;;;
0.18415;0.07211;0.14949;0.1195;0.2094;0.80839;0.64111;;;;;;
0.18439;0.071793;0.14903;0.11897;0.20868;0.80924;0.64229;;;;;;
0.18462;0.071475;0.14857;0.11844;0.20795;0.81008;0.64349;;;;;;
0.18486;0.071158;0.1481;0.11792;0.20722;0.81092;0.64468;;;;;;
0.1851;0.070841;0.14763;0.11739;0.20649;0.81177;0.64588;;;;;;
0.18533;0.070523;0.14716;0.11687;0.20576;0.81261;0.64708;;;;;;
0.18557;0.070206;0.14669;0.11634;0.20503;0.81345;0.64828;;;;;;
0.18581;0.069888;0.14622;0.11581;0.20429;0.8143;0.64948;;;;;;
0.18605;0.069571;0.14575;0.11529;0.20356;0.81514;0.6507;;;;;;
0.18628;0.069254;0.14527;0.11476;0.20282;0.81598;0.65191;;;;;;
0.18652;0.068936;0.1448;0.11424;0.20208;0.81683;0.65312;;;;;;
0.18676;0.068619;0.14433;0.11371;0.20135;0.81767;0.65433;;;;;;
0.18699;0.068302;0.14385;0.11319;0.2006;0.81851;0.65555;;;;;;
0.18723;0.067984;0.14337;0.11266;0.19986;0.81936;0.65677;;;;;;
0.18747;0.067667;0.14289;0.11213;0.19912;0.8202;0.658;;;;;;
0.1877;0.06735;0.14241;0.11161;0.19837;0.82104;0.65922;;;;;;
0.18794;0.067032;0.14192;0.11108;0.19763;0.82189;0.66045;;;;;;
0.18818;0.066715;0.14144;0.11056;0.19688;0.82273;0.66168;;;;;;
0.18842;0.066398;0.14095;0.11003;0.19613;0.82357;0.66292;;;;;;
0.18865;0.06608;0.14047;0.1095;0.19538;0.82442;0.66416;;;;;;
0.18889;0.065763;0.13998;0.10898;0.19463;0.82526;0.66539;;;;;;
0.18913;0.065445;0.13949;0.10845;0.19388;0.8261;0.66663;;;;;;
0.18936;0.065128;0.139;0.10793;0.19312;0.82695;0.66788;;;;;;
0.1896;0.064811;0.13851;0.1074;0.19236;0.82779;0.66913;;;;;;
0.18984;0.064493;0.13801;0.10687;0.1916;0.82863;0.67038;;;;;;
0.19007;0.064176;0.13752;0.10635;0.19085;0.82948;0.67164;;;;;;
0.19031;0.063859;0.13702;0.10582;0.19009;0.83032;0.67289;;;;;;
0.19055;0.063541;0.13653;0.1053;0.18933;0.83116;0.67415;;;;;;
0.19079;0.063224;0.13603;0.10477;0.18856;0.83201;0.67541;;;;;;
0.19102;0.062907;0.13553;0.10424;0.18779;0.83285;0.67668;;;;;;
0.19126;0.062589;0.13503;0.10372;0.18703;0.83369;0.67795;;;;;;
0.1915;0.062272;0.13452;0.10319;0.18626;0.83454;0.67921;;;;;;
0.19173;0.061955;0.13402;0.10267;0.18549;0.83538;0.68049;;;;;;
0.19197;0.061637;0.13351;0.10214;0.18472;0.83622;0.68177;;;;;;
0.19221;0.06132;0.13301;0.10162;0.18395;0.83706;0.68305;;;;;;
0.19244;0.061003;0.1325;0.10109;0.18318;0.83791;0.68433;;;;;;
0.19268;0.060685;0.13199;0.10056;0.1824;0.83875;0.68561;;;;;;
0.19292;0.060368;0.13148;0.10004;0.18163;0.83959;0.6869;;;;;;
0.19316;0.06005;0.13096;0.099512;0.18085;0.84044;0.68819;;;;;;
0.19339;0.059733;0.13045;0.098986;0.18007;0.84128;0.68948;;;;;;
0.19363;0.059416;0.12994;0.09846;0.17929;0.84212;0.69078;;;;;;
0.19387;0.059098;0.12942;0.097934;0.1785;0.84297;0.69207;;;;;;
0.1941;0.058781;0.1289;0.097408;0.17772;0.84381;0.69338;;;;;;
0.19434;0.058464;0.12838;0.096882;0.17693;0.84465;0.69469;;;;;;
0.19458;0.058146;0.12786;0.096356;0.17614;0.8455;0.696;;;;;;
0.19481;0.057829;0.12734;0.09583;0.17536;0.84634;0.69731;;;;;;
0.19505;0.057512;0.12682;0.095305;0.17457;0.84718;0.69862;;;;;;
0.19529;0.057194;0.12629;0.094779;0.17378;0.84803;0.69993;;;;;;
0.19553;0.056877;0.12576;0.094253;0.17298;0.84887;0.70126;;;;;;
0.19576;0.05656;0.12523;0.093727;0.17219;0.84971;0.70258;;;;;;
0.196;0.056242;0.1247;0.093201;0.17139;0.85056;0.70391;;;;;;
0.19624;0.055925;0.12417;0.092675;0.17059;0.8514;0.70523;;;;;;
0.19647;0.055608;0.12364;0.092149;0.16979;0.85224;0.70656;;;;;;
0.19671;0.05529;0.12311;0.091623;0.16899;0.85309;0.7079;;;;;;
0.19695;0.054973;0.12257;0.091097;0.16819;0.85393;0.70924;;;;;;
0.19718;0.054655;0.12203;0.090571;0.16738;0.85477;0.71058;;;;;;
0.19742;0.054338;0.1215;0.090046;0.16658;0.85562;0.71192;;;;;;
0.19766;0.054021;0.12096;0.08952;0.16577;0.85646;0.71327;;;;;;
0.1979;0.053703;0.12041;0.088994;0.16496;0.8573;0.71463;;;;;;
0.19813;0.053386;0.11987;0.088468;0.16415;0.85815;0.71598;;;;;;
0.19837;0.053069;0.11932;0.087942;0.16334;0.85899;0.71734;;;;;;
0.19861;0.052751;0.11878;0.087416;0.16253;0.85983;0.71869;;;;;;
0.19884;0.052434;0.11823;0.08689;0.16171;0.86068;0.72006;;;;;;
0.19908;0.052117;0.11768;0.086364;0.16089;0.86152;0.72143;;;;;;
0.19932;0.051799;0.11713;0.085838;0.16007;0.86236;0.7228;;;;;;
0.19955;0.051482;0.11658;0.085312;0.15925;0.86321;0.72417;;;;;;
0.19979;0.051165;0.11602;0.084787;0.15844;0.86405;0.72554;;;;;;
0.20003;0.050847;0.11547;0.084261;0.15761;0.86489;0.72692;;;;;;
0.20027;0.05053;0.11491;0.083735;0.15678;0.86574;0.72831;;;;;;
0.2005;0.050212;0.11435;0.083209;0.15596;0.86658;0.72969;;;;;;
0.20074;0.049895;0.11379;0.082683;0.15513;0.86742;0.73108;;;;;;
0.20098;0.049578;0.11323;0.082157;0.1543;0.86827;0.73247;;;;;;
0.20121;0.04926;0.11267;0.081631;0.15347;0.86911;0.73386;;;;;;
0.20145;0.048943;0.1121;0.081105;0.15263;0.86995;0.73527;;;;;;
0.20169;0.048626;0.11153;0.080579;0.1518;0.87079;0.73667;;;;;;
0.20192;0.048308;0.11096;0.080054;0.15096;0.87164;0.73808;;;;;;
0.20216;0.047991;0.11039;0.079528;0.15013;0.87248;0.73948;;;;;;
0.2024;0.047674;0.10982;0.079002;0.14929;0.87332;0.74089;;;;;;
0.20264;0.047356;0.10925;0.078476;0.14844;0.87417;0.74231;;;;;;
0.20287;0.047039;0.10867;0.07795;0.1476;0.87501;0.74373;;;;;;
0.20311;0.046722;0.10809;0.077424;0.14675;0.87585;0.74515;;;;;;
0.20335;0.046404;0.10752;0.076898;0.14591;0.8767;0.74657;;;;;;
0.20358;0.046087;0.10694;0.076372;0.14506;0.87754;0.748;;;;;;
0.20382;0.04577;0.10635;0.075846;0.14421;0.87838;0.74944;;;;;;
0.20406;0.045452;0.10577;0.07532;0.14335;0.87923;0.75088;;;;;;
0.20429;0.045135;0.10518;0.074795;0.1425;0.88007;0.75231;;;;;;
0.20453;0.044817;0.1046;0.074269;0.14165;0.88091;0.75375;;;;;;
0.20477;0.0445;0.10401;0.073743;0.14079;0.88176;0.7552;;;;;;
0.20501;0.044183;0.10342;0.073217;0.13993;0.8826;0.75665;;;;;;
0.20524;0.043865;0.10283;0.072691;0.13907;0.88344;0.75811;;;;;;
0.20548;0.043548;0.10223;0.072165;0.13821;0.88429;0.75956;;;;;;
0.20572;0.043231;0.10164;0.071639;0.13734;0.88513;0.76102;;;;;;
0.20595;0.042913;0.10104;0.071113;0.13648;0.88597;0.76248;;;;;;
0.20619;0.042596;0.10044;0.070587;0.13561;0.88682;0.76395;;;;;;
0.20643;0.042279;0.099838;0.070061;0.13474;0.88766;0.76542;;;;;;
0.20666;0.041961;0.099236;0.069536;0.13387;0.8885;0.7669;;;;;;
0.2069;0.041644;0.098634;0.06901;0.133;0.88935;0.76837;;;;;;
0.20714;0.041327;0.098029;0.068484;0.13212;0.89019;0.76985;;;;;;
0.20738;0.041009;0.097417;0.067958;0.13124;0.89103;0.77134;;;;;;
0.20761;0.040692;0.096806;0.067432;0.13036;0.89188;0.77283;;;;;;
0.20785;0.040375;0.096195;0.066906;0.12948;0.89272;0.77432;;;;;;
0.20809;0.040057;0.095584;0.06638;0.1286;0.89356;0.77581;;;;;;
0.20832;0.03974;0.09497;0.065854;0.12772;0.89441;0.77731;;;;;;
0.20856;0.039422;0.094349;0.065328;0.12683;0.89525;0.77882;;;;;;
0.2088;0.039105;0.093729;0.064802;0.12594;0.89609;0.78033;;;;;;
0.20903;0.038788;0.093109;0.064277;0.12505;0.89694;0.78184;;;;;;
0.20927;0.03847;0.092488;0.063751;0.12417;0.89778;0.78335;;;;;;
0.20951;0.038153;0.091865;0.063225;0.12327;0.89862;0.78486;;;;;;
0.20975;0.037836;0.091235;0.062699;0.12238;0.89947;0.78639;;;;;;
0.20998;0.037518;0.090605;0.062173;0.12148;0.90031;0.78792;;;;;;
0.21022;0.037201;0.089976;0.061647;0.12058;0.90115;0.78945;;;;;;
0.21046;0.036884;0.089346;0.061121;0.11968;0.902;0.79097;;;;;;
0.21069;0.036566;0.088713;0.060595;0.11878;0.90284;0.79251;;;;;;
0.21093;0.036249;0.088074;0.060069;0.11787;0.90368;0.79405;;;;;;
0.21117;0.035932;0.087434;0.059543;0.11696;0.90453;0.7956;;;;;;
0.2114;0.035614;0.086795;0.059018;0.11606;0.90537;0.79715;;;;;;
0.21164;0.035297;0.086155;0.058492;0.11515;0.90621;0.7987;;;;;;
0.21188;0.03498;0.085513;0.057966;0.11424;0.90705;0.80025;;;;;;
0.21212;0.034662;0.084864;0.05744;0.11332;0.9079;0.80182;;;;;;
0.21235;0.034345;0.084215;0.056914;0.1124;0.90874;0.80338;;;;;;
0.21259;0.034027;0.083565;0.056388;0.11148;0.90958;0.80495;;;;;;
0.21283;0.03371;0.082916;0.055862;0.11057;0.91043;0.80652;;;;;;
0.21306;0.033393;0.082264;0.055336;0.10965;0.91127;0.80809;;;;;;
0.2133;0.033075;0.081605;0.05481;0.10872;0.91211;0.80968;;;;;;
0.21354;0.032758;0.080945;0.054284;0.10779;0.91296;0.81126;;;;;;
0.21377;0.032441;0.080286;0.053759;0.10686;0.9138;0.81285;;;;;;
0.21401;0.032123;0.079626;0.053233;0.10594;0.91464;0.81444;;;;;;
0.21425;0.031806;0.078965;0.052707;0.10501;0.91549;0.81603;;;;;;
0.21449;0.031489;0.078295;0.052181;0.10407;0.91633;0.81763;;;;;;
0.21472;0.031171;0.077625;0.051655;0.10313;0.91717;0.81924;;;;;;
0.21496;0.030854;0.076955;0.051129;0.1022;0.91802;0.82085;;;;;;
0.2152;0.030537;0.076285;0.050603;0.10126;0.91886;0.82246;;;;;;
0.21543;0.030219;0.075614;0.050077;0.10032;0.9197;0.82407;;;;;;
0.21567;0.029902;0.074933;0.049551;0.09937;0.92055;0.8257;;;;;;
0.21591;0.029584;0.074253;0.049025;0.098423;0.92139;0.82732;;;;;;
0.21614;0.029267;0.073572;0.0485;0.097475;0.92223;0.82895;;;;;;
0.21638;0.02895;0.072892;0.047974;0.096527;0.92308;0.83058;;;;;;
0.21662;0.028632;0.07221;0.047448;0.095578;0.92392;0.83221;;;;;;
0.21686;0.028315;0.071519;0.046922;0.094619;0.92476;0.83386;;;;;;
0.21709;0.027998;0.070827;0.046396;0.093661;0.92561;0.83551;;;;;;
0.21733;0.02768;0.070136;0.04587;0.092703;0.92645;0.83716;;;;;;
0.21757;0.027363;0.069445;0.045344;0.091745;0.92729;0.83881;;;;;;
0.2178;0.027046;0.068752;0.044818;0.090785;0.92814;0.84046;;;;;;
0.21804;0.026728;0.06805;0.044292;0.089816;0.92898;0.84213;;;;;;
0.21828;0.026411;0.067347;0.043766;0.088848;0.92982;0.84381;;;;;;
0.21851;0.026094;0.066645;0.043241;0.087879;0.93067;0.84548;;;;;;
0.21875;0.025776;0.065943;0.042715;0.08691;0.93151;0.84715;;;;;;
0.21899;0.025459;0.065239;0.042189;0.08594;0.93235;0.84882;;;;;;
0.21923;0.025142;0.064525;0.041663;0.08496;0.9332;0.85051;;;;;;
0.21946;0.024824;0.063811;0.041137;0.083981;0.93404;0.85221;;;;;;
0.2197;0.024507;0.063098;0.040611;0.083001;0.93488;0.8539;;;;;;
0.21994;0.024189;0.062384;0.040085;0.082021;0.93573;0.85559;;;;;;
0.22017;0.023872;0.061669;0.039559;0.081041;0.93657;0.85729;;;;;;
0.22041;0.023555;0.060944;0.039033;0.08005;0.93741;0.85901;;;;;;
0.22065;0.023237;0.060218;0.038507;0.079059;0.93826;0.86072;;;;;;
0.22088;0.02292;0.059493;0.037982;0.078068;0.9391;0.86244;;;;;;
0.22112;0.022603;0.058767;0.037456;0.077078;0.93994;0.86415;;;;;;
0.22136;0.022285;0.058041;0.03693;0.076086;0.94078;0.86587;;;;;;
0.2216;0.021968;0.057304;0.036404;0.075084;0.94163;0.86761;;;;;;
0.22183;0.021651;0.056566;0.035878;0.074082;0.94247;0.86935;;;;;;
0.22207;0.021333;0.055829;0.035352;0.07308;0.94331;0.87109;;;;;;
0.22231;0.021016;0.055092;0.034826;0.072078;0.94416;0.87283;;;;;;
0.22254;0.020699;0.054354;0.0343;0.071076;0.945;0.87457;;;;;;
0.22278;0.020381;0.053604;0.033774;0.070062;0.94584;0.87633;;;;;;
0.22302;0.020064;0.052854;0.033248;0.069049;0.94669;0.8781;;;;;;
0.22325;0.019746;0.052105;0.032723;0.068036;0.94753;0.87986;;;;;;
0.22349;0.019429;0.051355;0.032197;0.067022;0.94837;0.88162;;;;;;
0.22373;0.019112;0.050605;0.031671;0.066008;0.94922;0.88339;;;;;;
0.22397;0.018794;0.049843;0.031145;0.064983;0.95006;0.88517;;;;;;
0.2242;0.018477;0.049081;0.030619;0.063958;0.9509;0.88696;;;;;;
0.22444;0.01816;0.048318;0.030093;0.062933;0.95175;0.88875;;;;;;
0.22468;0.017842;0.047556;0.029567;0.061908;0.95259;0.89054;;;;;;
0.22491;0.017525;0.046794;0.029041;0.060882;0.95343;0.89232;;;;;;
0.22515;0.017208;0.046019;0.028515;0.059845;0.95428;0.89414;;;;;;
0.22539;0.01689;0.045243;0.027989;0.058808;0.95512;0.89595;;;;;;
0.22562;0.016573;0.044468;0.027464;0.057771;0.95596;0.89776;;;;;;
0.22586;0.016256;0.043693;0.026938;0.056734;0.95681;0.89957;;;;;;
0.2261;0.015938;0.042918;0.026412;0.055697;0.95765;0.90139;;;;;;
0.22634;0.015621;0.04213;0.025886;0.054648;0.95849;0.90322;;;;;;
0.22657;0.015304;0.041341;0.02536;0.053598;0.95934;0.90506;;;;;;
0.22681;0.014986;0.040553;0.024834;0.052549;0.96018;0.9069;;;;;;
0.22705;0.014669;0.039765;0.024308;0.0515;0.96102;0.90874;;;;;;
0.22728;0.014351;0.038976;0.023782;0.05045;0.96187;0.91057;;;;;;
0.22752;0.014034;0.038175;0.023256;0.049389;0.96271;0.91244;;;;;;
0.22776;0.013717;0.037373;0.02273;0.048327;0.96355;0.9143;;;;;;
0.22799;0.013399;0.036571;0.022205;0.047265;0.9644;0.91616;;;;;;
0.22823;0.013082;0.035769;0.021679;0.046204;0.96524;0.91803;;;;;;
0.22847;0.012765;0.034967;0.021153;0.045142;0.96608;0.91989;;;;;;
0.22871;0.012447;0.034151;0.020627;0.044068;0.96693;0.92178;;;;;;
0.22894;0.01213;0.033335;0.020101;0.042993;0.96777;0.92367;;;;;;
0.22918;0.011813;0.032519;0.019575;0.041919;0.96861;0.92556;;;;;;
0.22942;0.011495;0.031703;0.019049;0.040844;0.96946;0.92745;;;;;;
0.22965;0.011178;0.030887;0.018523;0.03977;0.9703;0.92934;;;;;;
0.22989;0.010861;0.030058;0.017997;0.038683;0.97114;0.93126;;;;;;
0.23013;0.010543;0.029228;0.017471;0.037596;0.97199;0.93318;;;;;;
0.23036;0.010226;0.028397;0.016946;0.036508;0.97283;0.93509;;;;;;
0.2306;0.0099085;0.027567;0.01642;0.035421;0.97367;0.93701;;;;;;
0.23084;0.0095911;0.026737;0.015894;0.034333;0.97452;0.93893;;;;;;
0.23108;0.0092738;0.025893;0.015368;0.033233;0.97536;0.94087;;;;;;
0.23131;0.0089564;0.025048;0.014842;0.032133;0.9762;0.94282;;;;;;
0.23155;0.008639;0.024202;0.014316;0.031032;0.97704;0.94477;;;;;;
0.23179;0.0083217;0.023357;0.01379;0.029931;0.97789;0.94671;;;;;;
0.23202;0.0080044;0.022512;0.013264;0.02883;0.97873;0.94866;;;;;;
0.23226;0.007687;0.021654;0.012738;0.027717;0.97957;0.95063;;;;;;
0.2325;0.0073696;0.020793;0.012212;0.026603;0.98042;0.9526;;;;;;
0.23273;0.0070523;0.019933;0.011687;0.025488;0.98126;0.95458;;;;;;
0.23297;0.0067349;0.019073;0.011161;0.024374;0.9821;0.95655;;;;;;
0.23321;0.0064176;0.018212;0.010635;0.023259;0.98295;0.95853;;;;;;
0.23345;0.0061002;0.017338;0.010109;0.022133;0.98379;0.96053;;;;;;
0.23368;0.0057828;0.016462;0.009583;0.021004;0.98463;0.96253;;;;;;
0.23392;0.0054655;0.015586;0.0090571;0.019876;0.98548;0.96454;;;;;;
0.23416;0.0051482;0.01471;0.0085312;0.018747;0.98632;0.96654;;;;;;
0.23439;0.0048308;0.013834;0.0080053;0.017619;0.98716;0.96855;;;;;;
0.23463;0.0045134;0.012945;0.0074794;0.016479;0.98801;0.97058;;;;;;
0.23487;0.0041961;0.012053;0.0069535;0.015336;0.98885;0.97261;;;;;;
0.2351;0.0038787;0.011161;0.0064276;0.014193;0.98969;0.97465;;;;;;
0.23534;0.0035614;0.010268;0.0059017;0.013051;0.99054;0.97668;;;;;;
0.23558;0.003244;0.0093764;0.0053758;0.011908;0.99138;0.97872;;;;;;
0.23582;0.0029267;0.0084706;0.0048499;0.010753;0.99222;0.98078;;;;;;
0.23605;0.0026093;0.0075619;0.004324;0.0095961;0.99307;0.98284;;;;;;
0.23629;0.0022919;0.0066533;0.0037981;0.0084388;0.99391;0.98491;;;;;;
0.23653;0.0019746;0.0057446;0.0032722;0.0072816;0.99475;0.98697;;;;;;
0.23676;0.0016572;0.0048359;0.0027463;0.0061243;0.9956;0.98904;;;;;;
0.237;0.0013398;0.0039124;0.0022201;0.0049536;0.99644;0.99113;;;;;;
