x, y
0.10492812792504698, 1
0.11768229491937446, 1.0127202136990545
0.15475133039146846, 1.0299325484716992
0.2096110736970875, 1.047437426499942
0.28497130089220873, 1.0742541616970294
0.3454369757484326, 1.1110808289535767
0.38742534399472506, 1.1443383097222053
0.4722438728539463, 1.2768207080842988
0.5237985875838287, 1.406746746789463
0.5598756801620296, 1.6030258681348937
0.5692767185891345, 1.9956826942209902
0.5578077346153125, 2.422498378166528
0.5335801669519578, 2.94059692415693
0.49827473058483346, 3.6608881421529427
0.37266085894523615, 8.290347512919986
0.3397324278947942, 11.134239715421273
0.3178408568063156, 15.795600426364334
0.2990150511498474, 24.378570396684566
0.297359927874347, 30.47817939869217
0.3108617561265105, 37.78419340053293
0.3447984360471606, 43.05610769379721
0.4012871037036507, 44.90896315993853
0.4610206403584718, 43.42045989354234
0.5405357560188188, 40.7612061460741
0.6164181986239192, 37.78419340053293
0.7254150824412963, 34.00670087712551
0.8664150635890236, 29.842822114654155
1.0483110332790857, 25.751111207526506
2.0180956378686257, 14.276452709288753
3.4320724600812915, 8.981304746070524
6.656135855684732, 4.713852937181461
9.963064201214838, 3.1856803433212026